time,seconds_elapsed,z,y,x
1762361557998715100,0.048715087890625,-0.011693141423165798,-0.0447528250515461,0.012650281190872192
1762361558008692200,0.058692138671875,-0.001038632821291685,-0.04430088400840759,0.02864282950758934
1762361558018669000,0.0686689453125,0.005175587255507708,-0.0382097028195858,0.03230787068605423
1762361558028646100,0.078646240234375,0.010428139939904213,-0.03308524936437607,0.031851138919591904
1762361558038623000,0.088623046875,0.012432700954377651,-0.019104186445474625,0.023872843012213707
1762361558048601000,0.09860107421875,0.011003382503986359,-0.00944916158914566,0.007164968643337488
1762361558058578200,0.108578125,0.012721387669444084,-0.008177502080798149,-0.007418501656502485
1762361558068555000,0.118554931640625,0.011520301923155785,-0.011667042039334774,-0.01757925935089588
1762361558078532000,0.128531982421875,0.011235876940190792,-0.0054272557608783245,-0.017489777877926826
1762361558088509200,0.13850927734375,0.007838748395442963,-0.0000774979853304103,-0.007795871235430241
1762361558098486300,0.148486328125,0.008726646192371845,-0.0015603461069986224,0.007104248274117708
1762361558108463400,0.15846337890625,0.00791225116699934,-0.00896766223013401,0.021221932023763657
1762361558118441200,0.168441162109375,0.010515491478145123,-0.023154588416218758,0.028381839394569397
1762361558128418300,0.178418212890625,0.016025837510824203,-0.030879085883498192,0.03254063427448273
1762361558138395400,0.1883955078125,0.017473531886935234,-0.027840418741106987,0.026160230860114098
1762361558148372200,0.198372314453125,0.01889166608452797,-0.019339343532919884,0.014421283267438412
1762361558158349300,0.208349365234375,0.021260546520352364,-0.01738271862268448,0.007166832685470581
1762361558168326100,0.218326171875,0.02196388877928257,-0.016865799203515053,0.009164470247924328
1762361558178304300,0.22830419921875,0.016451943665742874,-0.01853267103433609,0.011402856558561325
1762361558188281300,0.23828125,0.014461763203144073,-0.02431013248860836,0.019388346001505852
1762361558198258200,0.248258056640625,0.006898385938256979,-0.017948107793927193,0.028543494641780853
1762361558208235300,0.2582353515625,0.001532382913865149,-0.011577825993299484,0.0362916961312294
1762361558218212000,0.268212158203125,-0.00042557314736768603,-0.020846160128712654,0.036794498562812805
1762361558228189200,0.278189208984375,-0.0046722497791051865,-0.031013309955596924,0.02774081751704216
1762361558238166000,0.288166015625,-0.007288272958248854,-0.040468331426382065,0.010845723561942577
1762361558248144100,0.29814404296875,-0.007692806888371706,-0.03394225239753723,-0.0032474587205797434
1762361558258121200,0.308121337890625,-0.00818123109638691,-0.026681145653128624,-0.007328220177441835
1762361558268098000,0.31809814453125,0.00035739620216190815,-0.009584183804690838,-0.004073305055499077
1762361558278075100,0.3280751953125,0.005921272095292807,0.007380684372037649,0.0033622407354414463
1762361558288052000,0.338052001953125,0.004576642066240311,0.009446232579648495,0.00765951769426465
1762361558298029300,0.348029296875,-0.0003755057114176452,-0.0016247945604845881,0.006931409239768982
1762361558308006400,0.35800634765625,0.00009081379539566115,-0.014459100551903248,0.0049375006929039955
1762361558317984000,0.36798388671875,-0.002927879337221384,-0.026560770347714424,0.010119212791323662
1762361558327961000,0.377961181640625,0.0013888385146856308,-0.03675561770796776,0.02569763921201229
1762361558337938400,0.3879384765625,0.00902944803237915,-0.04940083995461464,0.04372803866863251
1762361558347915300,0.397915283203125,0.01684662513434887,-0.04594938084483147,0.056542105972766876
1762361558357892400,0.407892333984375,0.022707710042595863,-0.05348639562726021,0.06545490771532059
1762361558367869200,0.417869140625,0.026139192283153534,-0.06840036064386368,0.0742260292172432
1762361558377846300,0.42784619140625,0.02533172257244587,-0.08089857548475266,0.06860462576150894
1762361558387824400,0.437824462890625,0.022245917469263077,-0.08561956137418747,0.05272712558507919
1762361558397801200,0.44780126953125,0.01944214105606079,-0.08513699471950531,0.04111308231949806
1762361558407778300,0.4577783203125,0.016090553253889084,-0.06695586442947388,0.04171122610569
1762361558417755100,0.467755126953125,0.01366228237748146,-0.0412832573056221,0.05411543324589729
1762361558427732200,0.477732177734375,0.008202003315091133,-0.015562714077532291,0.07031384110450745
1762361558437709000,0.487708984375,0.004737230949103832,0.002397643867880106,0.08019150793552399
1762361558447686100,0.49768603515625,-0.0016527577536180615,0.020602745935320854,0.07263825088739395
1762361558457664300,0.507664306640625,-0.006201969459652901,0.030890537425875664,0.05210181698203087
1762361558467641000,0.51764111328125,-0.006388124544173479,0.02756478264927864,0.02544970065355301
1762361558477618200,0.5276181640625,-0.004245078656822443,0.003862116253003478,0.009522931650280952
1762361558487595000,0.537594970703125,-0.004266916774213314,-0.02835121378302574,0.0047060721553862095
1762361558497572000,0.547572021484375,0.007644870318472385,-0.037512753158807755,0.014404239133000374
1762361558507549200,0.557549072265625,0.01182416919618845,-0.027757061645388603,0.02924257330596447
1762361558517526300,0.5675263671875,0.010293117724359035,-0.006361226551234722,0.038790274411439896
1762361558527504100,0.577504150390625,0.00631914846599102,0.008550078608095646,0.032710008323192596
1762361558537481200,0.587481201171875,0.003064499469473958,-0.002698581200093031,0.008305867202579975
1762361558547458000,0.5974580078125,-0.003930026665329933,-0.03175020590424538,-0.016703346744179726
1762361558557435400,0.607435302734375,-0.004589691758155823,-0.05155427008867264,-0.022638466209173203
1762361558567412200,0.617412109375,-0.007788414601236582,-0.052738845348358154,-0.00899988692253828
1762361558577389300,0.627389404296875,-0.006597449071705341,-0.037223536521196365,0.009522931650280952
1762361558587366100,0.6373662109375,-0.004729773849248886,-0.018428808078169823,0.024456340819597244
1762361558597344300,0.64734423828125,-0.0014168017078191042,-0.004248274490237236,0.02689632959663868
1762361558607321300,0.6573212890625,0.0011179950088262558,-0.0016146745765581727,0.022408902645111084
1762361558617298200,0.667298095703125,0.005359611473977566,-0.005230980925261974,0.015920642763376236
1762361558627275300,0.677275146484375,0.009816944599151611,-0.004490888677537441,0.006840329151600599
1762361558637252000,0.687252197265625,0.017074057832360268,-0.0034498588647693396,-0.007786550559103489
1762361558647229200,0.697229248046875,0.024273913353681564,-0.0034669029992073774,-0.022653114050626755
1762361558657206300,0.707206298828125,0.02841220051050186,-0.011456652544438839,-0.03172757104039192
1762361558667184000,0.71718408203125,0.029040172696113586,-0.034094322472810745,-0.03430550917983055
1762361558677161200,0.7271611328125,0.02948412299156189,-0.04045421630144119,-0.022775886580348015
1762361558687138000,0.737137939453125,0.026808178052306175,-0.024469656869769096,0.002025600289925933
1762361558697115100,0.747115234375,0.020264791324734688,-0.006956709548830986,0.024566063657402992
1762361558707092200,0.75709228515625,0.018989402800798416,-0.007486145943403244,0.04093198850750923
1762361558717069000,0.767069091796875,0.01842241734266281,-0.025974875316023827,0.04581382870674133
1762361558727046100,0.777046142578125,0.013162407092750072,-0.03700701892375946,0.04741332307457924
1762361558737023200,0.787023193359375,0.007904794998466969,-0.035532426089048386,0.03828506916761398
1762361558747001000,0.7970009765625,0.005396629683673382,-0.019516443833708763,0.02190529927611351
1762361558756978200,0.806978271484375,0.003062102710828185,-0.010125604458153248,-0.00042983421008102596
1762361558766955300,0.816955322265625,0.006628607865422964,-0.00040986048406921327,-0.019280221313238144
1762361558776932400,0.826932373046875,0.009209743700921535,0.0165408942848444,-0.03617851063609123
1762361558786909200,0.8369091796875,0.01044545043259859,0.02636662684381008,-0.06089930236339569
1762361558796886300,0.84688623046875,0.010722685605287552,0.019579026848077774,-0.07754086703062057
1762361558806864400,0.856864501953125,0.01071176677942276,0.01453100610524416,-0.08030975610017776
1762361558816841200,0.86684130859375,0.0034266894217580557,0.0024868599139153957,-0.0737069770693779
1762361558826818600,0.876818603515625,-0.0025063008069992065,-0.007787082809954882,-0.06352358311414719
1762361558836795400,0.88679541015625,-0.0014064153656363487,-0.007668306119740009,-0.03788559511303902
1762361558846772500,0.8967724609375,-0.006425675004720688,-0.00806298665702343,-0.014372015371918678
1762361558856749600,0.90674951171875,-0.009832390584051609,-0.017317472025752068,0.00011771172285079956
1762361558866726400,0.916726318359375,-0.010567422956228256,-0.014677479863166809,-0.004893292207270861
1762361558876703500,0.926703369140625,-0.007455519400537014,-0.021572403609752655,-0.01956251636147499
1762361558886681600,0.936681640625,-0.005650961305946112,-0.03314250707626343,-0.038480281829833984
1762361558896658400,0.946658447265625,-0.003562244353815913,-0.02797437645494938,-0.05973470211029053
1762361558906635500,0.956635498046875,-0.003934021573513746,-0.014141385443508625,-0.0735546424984932
1762361558916612400,0.9666123046875,-0.004510063212364912,0.001461010193452239,-0.08158168196678162
1762361558926589400,0.97658935546875,-0.003129746997728944,0.016643691807985306,-0.08667577058076859
1762361558936566300,0.986566162109375,-0.006652576383203268,0.02827850915491581,-0.08626511693000793
